Date,Open,High,Low,Close,Adj Close,Volume
2000-10-13,40.937500,41.000000,39.937500,40.500000,30.046818,2000
2000-10-16,40.500000,40.515625,39.000000,39.937500,29.629520,2400
2000-10-17,39.000000,41.250000,39.000000,41.250000,30.603254,4100
2000-10-18,41.718750,41.750000,39.500000,40.000000,29.675882,8100
2000-10-19,38.875000,39.625000,33.000000,36.750000,27.264713,9800
2000-10-20,37.875000,40.750000,36.500000,37.625000,27.913879,11200
2000-10-23,38.312500,38.625000,37.500000,38.625000,28.655783,15600
2000-10-24,38.687500,38.687500,37.000000,37.000000,27.450203,3800
2000-10-25,38.250000,39.500000,36.187500,36.187500,26.847393,4600
2000-10-26,38.375000,38.375000,36.375000,36.500000,27.079233,4300
2000-10-27,36.812500,37.250000,35.125000,35.750000,26.522812,2800
2000-10-30,37.937500,37.937500,34.125000,34.812500,25.827288,1700
2000-10-31,35.000000,37.000000,33.812500,36.000000,26.708294,15000
2000-11-01,36.000000,36.062500,34.375000,34.500000,25.595457,8400
2000-11-02,34.812500,35.125000,34.250000,34.250000,25.409973,5700
2000-11-03,36.375000,36.500000,34.000000,34.125000,25.317238,10400
2000-11-06,34.656250,35.750000,33.000000,33.125000,24.575335,8800
2000-11-07,34.218750,35.000000,33.625000,34.000000,25.224506,2500
2000-11-08,34.968750,35.000000,32.500000,32.500000,24.111652,9400
2000-11-09,34.000000,34.000000,32.046875,33.000000,24.482603,15300
2000-11-10,33.750000,35.000000,32.500000,33.875000,25.131769,16800
2000-11-13,34.000000,34.500000,33.000000,33.000000,24.482603,8800
2000-11-14,34.125000,34.875000,33.000000,34.171875,25.352018,6400
2000-11-15,35.125000,35.500000,33.125000,33.125000,24.756451,9100
2000-11-16,33.875000,33.953125,33.187500,33.375000,24.943298,4600
2000-11-17,33.718750,34.000000,33.375000,33.937500,25.363693,4300
2000-11-20,35.375000,35.375000,33.875000,34.500000,25.784092,4600
2000-11-21,35.156250,35.156250,34.562500,35.000000,26.157763,9600
2000-11-22,35.250000,35.250000,34.312500,34.312500,25.643950,3200
2000-11-24,35.000000,35.250000,34.312500,35.250000,26.344603,3700
2000-11-27,34.781250,35.250000,34.312500,35.218750,26.321249,4100
2000-11-28,34.000000,35.312500,34.000000,34.937500,26.111061,16100
2000-11-29,34.062500,35.187500,33.812500,34.000000,25.410414,2700
2000-11-30,34.937500,34.937500,34.000000,34.125000,25.503822,7700
2000-12-01,34.437500,35.750000,33.875000,35.750000,26.718285,11500
2000-12-04,35.875000,35.875000,34.687500,35.562500,26.578148,5600
2000-12-05,35.875000,36.000000,35.500000,35.500000,26.531456,3800
2000-12-06,35.062500,36.312500,35.000000,35.250000,26.344603,5900
2000-12-07,35.187500,37.000000,35.187500,36.937500,27.605791,9100
2000-12-08,36.375000,37.625000,35.375000,37.625000,28.119600,11300
2000-12-11,37.750000,39.937500,37.625000,37.937500,28.353151,12300
2000-12-12,37.812500,42.250000,37.812500,42.250000,31.576153,15000
2000-12-13,40.156250,42.187500,37.000000,40.750000,30.455105,23000
2000-12-14,38.750000,40.000000,36.000000,37.937500,28.353151,8400
2000-12-15,37.937500,40.250000,36.812500,39.937500,29.847883,9000
2000-12-18,39.906250,41.500000,39.500000,41.500000,31.015633,6600
2000-12-19,40.000000,43.562500,39.125000,42.375000,31.669584,8900
2000-12-20,44.000000,45.000000,41.000000,45.000000,33.631420,15300
2000-12-21,43.250000,43.250000,40.000000,42.000000,31.389318,7300
2000-12-22,40.937500,41.500000,38.812500,38.812500,29.007099,6900
2000-12-26,39.812500,40.562500,37.000000,37.250000,27.839342,7700
2000-12-27,38.000000,38.000000,36.500000,36.500000,27.278803,19200
2000-12-28,36.250000,37.359375,36.250000,36.937500,27.605791,10900
2000-12-29,36.250000,38.312500,36.250000,37.875000,28.306437,7600
2001-01-02,38.000000,38.000000,36.500000,36.750000,27.465654,3800
2001-01-03,38.062500,38.750000,36.750000,36.875000,27.559074,1900
2001-01-04,37.000000,38.750000,37.000000,37.125000,27.745920,6300
2001-01-05,38.687500,38.687500,37.500000,37.750000,28.213018,5100
2001-01-08,39.000000,39.000000,39.000000,39.000000,29.147234,800
2001-01-09,38.750000,39.000000,37.750000,37.812500,28.259716,3900
2001-01-10,39.250000,40.187500,38.812500,39.687500,29.661028,7100
2001-01-11,40.000000,41.687500,39.500000,41.687500,31.155762,3200
2001-01-12,41.250000,41.500000,40.125000,41.000000,30.641954,3600
2001-01-16,41.000000,41.625000,40.000000,41.000000,30.641954,2000
2001-01-17,45.000000,45.125000,41.562500,42.000000,31.389318,17100
2001-01-18,41.500000,43.875000,41.500000,43.875000,32.790623,13500
2001-01-19,41.968750,43.937500,40.000000,42.250000,31.576153,14000
2001-01-22,42.000000,43.000000,41.062500,41.687500,31.155762,1700
2001-01-23,40.062500,42.093750,40.062500,41.500000,31.015633,1900
2001-01-24,40.000000,42.500000,40.000000,40.500000,30.268261,7000
2001-01-25,40.625000,40.937500,40.562500,40.625000,30.361691,1700
2001-01-26,40.906250,40.937500,40.625000,40.625000,30.361691,6500
2001-01-29,40.562500,40.687500,40.562500,40.625000,30.361691,3500
2001-01-30,40.500000,40.562500,39.062500,39.125000,29.240648,9900
2001-01-31,40.000000,40.875000,39.375000,40.812500,30.501820,3400
2001-02-01,40.875000,40.875000,39.375000,39.375000,29.427490,7400
2001-02-02,40.812500,40.812500,39.625000,40.000000,29.894594,8500
2001-02-05,39.750000,39.937500,39.375000,39.750000,29.707747,9700
2001-02-06,40.250000,40.250000,39.312500,39.937500,29.847883,3700
2001-02-07,40.000000,41.000000,39.937500,40.250000,30.081425,10700
2001-02-08,39.625000,40.875000,39.500000,40.875000,30.548540,4900
2001-02-09,39.953125,40.437500,39.812500,40.437500,30.221542,2400
2001-02-12,41.125000,42.250000,41.062500,41.375000,30.922216,48200
2001-02-13,40.000000,41.937500,39.500000,40.562500,30.314972,9400
2001-02-14,40.187500,41.250000,40.187500,40.562500,30.502960,2500
2001-02-15,39.562500,40.750000,39.562500,39.750000,29.891987,1200
2001-02-16,40.000000,42.500000,40.000000,41.687500,31.348974,8700
2001-02-20,40.875000,42.000000,40.062500,41.000000,30.831970,6600
2001-02-21,39.156250,41.203125,39.125000,40.500000,30.455973,2500
2001-02-22,41.375000,41.437500,39.625000,40.000000,30.079983,3000
2001-02-23,39.625000,41.000000,39.437500,41.000000,30.831970,2600
2001-02-26,41.437500,41.437500,40.562500,40.562500,30.502960,8500
2001-02-27,41.187500,41.187500,39.375000,40.390625,30.373722,5200
2001-02-28,40.468750,40.468750,39.000000,39.000000,29.327980,11700
2001-03-01,38.875000,39.687500,38.875000,39.187500,29.468969,3000
2001-03-02,39.187500,42.000000,39.187500,42.000000,31.583979,7200
2001-03-05,41.000000,41.937500,39.000000,39.250000,29.515984,8100
2001-03-06,41.906250,41.906250,40.500000,40.500000,30.455973,3000
2001-03-07,40.281250,41.406250,39.000000,39.000000,29.327980,5500
2001-03-08,39.250000,39.500000,39.093750,39.500000,29.703981,6900
2001-03-09,40.000000,40.000000,39.562500,39.937500,30.032984,4100
2001-03-12,39.625000,39.750000,39.250000,39.250000,29.515984,2600
2001-03-13,40.000000,40.500000,38.500000,39.625000,29.797976,5800
2001-03-14,38.562500,39.437500,38.500000,39.000000,29.327980,2700
2001-03-15,40.750000,41.250000,39.625000,41.250000,31.019983,8200
2001-03-16,41.250000,41.625000,37.687500,38.062500,28.622999,9500
2001-03-19,40.000000,40.000000,38.562500,39.375000,29.609985,7500
2001-03-20,40.000000,40.437500,39.875000,40.000000,30.079983,3000
2001-03-21,40.375000,40.375000,39.000000,39.000000,29.327980,3800
2001-03-22,39.000000,39.984375,38.375000,39.187500,29.468969,4400
2001-03-23,39.500000,39.687500,39.000000,39.687500,29.844973,4600
2001-03-26,39.750000,40.250000,38.687500,38.687500,29.092991,2100
2001-03-27,39.500000,40.250000,39.281250,39.812500,29.938982,6600
2001-03-28,40.250000,40.250000,38.250000,39.250000,29.515984,5700
2001-03-29,40.000000,40.000000,38.750000,39.312500,29.562979,14300
2001-03-30,38.000000,40.437500,38.000000,40.437500,30.408976,12000
2001-04-02,38.937500,39.937500,38.937500,39.937500,30.032984,2800
2001-04-03,39.000000,39.562500,38.875000,38.875000,29.233980,800
2001-04-04,38.093750,39.875000,38.062500,38.625000,29.045988,2100
2001-04-05,40.000000,40.000000,38.500000,38.953125,29.292732,500
2001-04-06,38.562500,39.625000,38.500000,39.187500,29.468969,2200
2001-04-09,39.490002,39.490002,38.639999,38.900002,29.252789,6100
2001-04-10,39.410000,40.000000,39.410000,39.750000,29.891987,3800
2001-04-11,40.049999,40.049999,39.330002,39.330002,29.576151,8600
2001-04-12,39.700001,39.700001,39.500000,39.500000,29.703981,1900
2001-04-16,39.180000,40.000000,39.180000,39.320000,29.568611,3800
2001-04-17,39.180000,39.970001,39.180000,39.950001,30.042379,900
2001-04-18,39.320000,39.320000,38.950001,39.000000,29.327980,8500
2001-04-19,39.930000,40.189999,39.450001,40.000000,30.079983,12900
2001-04-20,39.500000,40.000000,39.500000,40.000000,30.079983,1300
2001-04-23,40.000000,40.000000,39.529999,40.000000,30.079983,7300
2001-04-24,40.000000,40.000000,40.000000,40.000000,30.079983,100
2001-04-25,39.509998,39.880001,39.509998,39.880001,29.989742,3700
2001-04-26,39.779999,39.900002,39.599998,39.599998,29.779184,400
2001-04-27,39.720001,39.939999,39.630001,39.630001,29.801748,5000
2001-04-30,39.990002,40.000000,39.630001,39.709999,29.861900,1000
2001-05-01,39.639999,41.880001,39.639999,39.869999,29.982222,9200
2001-05-02,40.419998,40.419998,39.759998,39.869999,29.982222,2000
2001-05-03,40.500000,41.070000,40.500000,40.500000,30.455973,6200
2001-05-04,40.250000,41.000000,40.250000,40.500000,30.455973,500
2001-05-07,40.509998,40.750000,40.500000,40.750000,30.643978,2700
2001-05-08,40.509998,40.930000,40.509998,40.930000,30.779327,700
2001-05-09,40.549999,40.750000,40.500000,40.500000,30.455973,3400
2001-05-10,40.549999,40.549999,40.349998,40.490002,30.448467,5400
2001-05-11,40.500000,40.549999,40.500000,40.500000,30.455973,2100
2001-05-14,40.430000,40.700001,40.430000,40.650002,30.568766,62300
2001-05-15,40.599998,40.650002,40.540001,40.540001,30.486063,12500
2001-05-16,40.560001,40.630001,40.560001,40.599998,30.720627,10500
2001-05-17,40.349998,40.599998,40.349998,40.580002,30.705507,1200
2001-05-18,40.349998,40.349998,40.349998,40.349998,30.531464,300
2001-05-21,40.470001,40.900002,40.310001,40.419998,30.584431,13700
2001-05-22,40.419998,40.580002,40.400002,40.529999,30.667654,146600
2001-05-23,40.490002,40.650002,40.490002,40.599998,30.720627,23300
2001-05-24,40.500000,40.639999,40.500000,40.639999,30.750895,4500
2001-05-25,40.500000,40.639999,40.500000,40.540001,30.675222,5600
2001-05-29,40.750000,40.750000,40.419998,40.599998,30.720627,1900
2001-05-30,40.750000,40.750000,40.320000,40.320000,30.508755,800
2001-05-31,40.750000,40.750000,40.310001,40.310001,30.501198,2300
2001-06-01,40.599998,40.599998,40.099998,40.450001,30.607136,7400
2001-06-04,40.500000,40.689999,40.500000,40.689999,30.788729,2300
2001-06-05,40.549999,40.750000,40.549999,40.549999,30.682798,3800
2001-06-06,40.549999,40.990002,40.549999,40.799999,30.871964,1200
2001-06-07,41.000000,41.000000,40.680000,40.680000,30.781143,5300
2001-06-08,40.740002,40.740002,40.400002,40.400002,30.569305,1600
2001-06-11,40.400002,40.720001,40.330002,40.330002,30.516331,1300
2001-06-12,40.509998,40.509998,40.400002,40.400002,30.569305,1000
2001-06-13,40.330002,40.599998,40.299999,40.310001,30.501198,2700
2001-06-14,40.720001,40.720001,40.230000,40.230000,30.440681,2700
2001-06-15,40.459999,40.459999,40.000000,40.049999,30.304464,5100
2001-06-18,39.950001,39.950001,39.790001,39.849998,30.153137,4200
2001-06-19,39.799999,40.450001,39.799999,39.849998,30.153137,2100
2001-06-20,39.849998,40.450001,39.099998,39.849998,30.153137,6100
2001-06-21,40.540001,40.540001,39.869999,40.000000,30.266630,7800
2001-06-22,40.299999,40.669998,39.520000,39.700001,30.039635,7600
2001-06-25,40.500000,40.500000,39.570000,40.009998,30.274200,2800
2001-06-26,39.549999,39.849998,39.509998,39.509998,29.895859,2900
2001-06-27,39.950001,39.950001,39.349998,39.900002,30.190960,2200
2001-06-28,39.880001,39.900002,39.369999,39.900002,30.190960,83300
2001-06-29,39.750000,39.750000,38.599998,39.349998,29.774797,8800
2001-07-02,39.650002,39.650002,39.000000,39.450001,29.850458,9800
2001-07-03,39.650002,39.950001,39.650002,39.950001,30.228796,1200
2001-07-05,39.950001,40.500000,39.950001,40.450001,30.607136,2200
2001-07-06,39.000000,40.680000,39.000000,40.540001,30.675222,2600
2001-07-09,40.660000,40.660000,39.000000,39.639999,29.994223,1600
2001-07-10,38.680000,39.750000,38.509998,38.689999,29.275393,9000
2001-07-11,38.009998,39.490002,37.540001,39.490002,29.880728,4200
2001-07-12,39.599998,39.599998,39.060001,39.500000,29.888296,2500
2001-07-13,39.599998,39.740002,39.150002,39.330002,29.759661,1100
2001-07-16,39.119999,39.799999,39.119999,39.150002,29.623468,2200
2001-07-17,39.169998,39.400002,39.119999,39.299999,29.736963,2400
2001-07-18,39.119999,39.119999,38.709999,38.900002,29.434298,43000
2001-07-19,38.900002,38.900002,38.619999,38.750000,29.320793,3100
2001-07-20,37.900002,38.160000,36.950001,36.950001,27.958792,3100
2001-07-23,38.450001,38.450001,36.900002,37.250000,28.185793,2000
2001-07-24,37.450001,38.450001,37.349998,38.060001,28.798706,3200
2001-07-25,36.169998,37.849998,36.169998,37.250000,28.185793,16600
2001-07-26,37.900002,37.900002,37.150002,37.150002,28.110144,8200
2001-07-27,37.080002,37.840000,37.080002,37.840000,28.632233,700
2001-07-30,37.500000,37.900002,37.500000,37.529999,28.397671,700
2001-07-31,38.230000,38.230000,37.009998,37.009998,28.004200,600
2001-08-01,36.900002,38.250000,36.900002,37.880001,28.662504,1800
2001-08-02,37.840000,37.840000,37.099998,37.099998,28.072290,1100
2001-08-03,37.110001,37.799999,37.020000,37.599998,28.450632,2900
2001-08-06,37.990002,38.000000,37.139999,37.200001,28.147964,1600
2001-08-07,37.099998,37.959999,36.759998,37.029999,28.019337,11300
2001-08-08,37.700001,37.900002,37.099998,37.099998,28.072290,4300
2001-08-09,37.599998,37.650002,37.150002,37.650002,28.488457,500
2001-08-10,37.740002,37.900002,37.700001,37.900002,28.677628,2500
2001-08-13,37.500000,38.650002,37.500000,38.590000,29.199730,4100
2001-08-14,38.820000,39.119999,38.410000,39.119999,29.600750,8800
2001-08-15,39.119999,39.500000,38.529999,39.200001,29.852068,3100
2001-08-16,39.200001,39.750000,39.200001,39.750000,30.270912,1300
2001-08-17,39.740002,39.740002,39.049999,39.740002,30.263290,5600
2001-08-20,37.500000,38.599998,37.200001,38.189999,29.082918,6500
2001-08-21,37.849998,38.799999,37.840000,37.840000,28.816389,2100
2001-08-22,38.740002,39.139999,37.799999,39.139999,29.806381,2000
2001-08-23,39.200001,39.400002,37.840000,39.340000,29.958679,3700
2001-08-24,39.419998,39.599998,38.029999,39.500000,30.080524,400
2001-08-27,39.599998,40.250000,38.360001,39.860001,30.354677,1500
2001-08-28,38.650002,40.650002,37.599998,38.880001,29.608379,4600
2001-08-29,39.000000,40.549999,38.049999,40.099998,30.537451,2600
2001-08-30,39.750000,40.000000,38.000000,38.650002,29.433220,2800
2001-08-31,39.990002,40.500000,39.990002,40.349998,30.727842,9300
2001-09-04,40.060001,42.240002,39.779999,41.700001,31.755896,42900
2001-09-05,41.730000,41.730000,41.299999,41.349998,31.489370,7700
2001-09-06,41.630001,41.630001,41.099998,41.470001,31.580751,5100
2001-09-07,40.939999,41.349998,40.439999,41.340000,31.481737,2300
2001-09-10,40.000000,40.000000,38.400002,38.660000,29.440836,8400
2001-09-17,36.240002,40.959999,36.240002,39.150002,29.813997,7600
2001-09-18,39.150002,40.150002,38.400002,38.400002,29.242849,16500
2001-09-19,40.400002,40.400002,37.250000,38.060001,28.983932,4200
2001-09-20,37.599998,38.139999,37.599998,37.599998,28.633619,2900
2001-09-21,38.529999,38.529999,36.509998,37.029999,28.199547,7400
2001-09-24,41.040001,41.060001,37.540001,38.340000,29.197149,7700
2001-09-25,39.799999,39.799999,37.580002,38.250000,29.128614,4800
2001-09-26,39.779999,39.779999,37.560001,38.540001,29.349468,5000
2001-09-27,38.009998,38.980000,37.330002,37.330002,28.427994,3100
2001-09-28,37.299999,38.650002,37.299999,37.750000,28.747843,2400
2001-10-01,38.630001,38.650002,36.730000,38.299999,29.166689,11300
2001-10-02,37.169998,38.990002,37.169998,38.990002,29.692146,9000
2001-10-03,38.439999,38.439999,36.090000,37.919998,28.877312,12300
2001-10-04,38.000000,38.389999,38.000000,38.000000,28.938234,4200
2001-10-05,38.650002,38.650002,37.599998,37.599998,28.633619,1800
2001-10-08,38.000000,38.000000,37.500000,37.500000,28.557459,600
2001-10-09,37.419998,37.500000,36.529999,36.529999,27.818779,3600
2001-10-10,37.639999,38.200001,37.150002,38.000000,28.938234,8700
2001-10-11,40.950001,40.950001,38.299999,38.459999,29.288523,19300
2001-10-12,38.049999,38.349998,37.910000,38.080002,28.999155,700
2001-10-15,37.900002,38.290001,37.400002,37.430000,28.504139,1600
2001-10-16,38.000000,38.389999,37.709999,38.290001,29.159077,18000
2001-10-17,38.419998,38.419998,37.759998,37.830002,28.808767,11800
2001-10-18,37.450001,37.910000,37.029999,37.630001,28.656471,3500
2001-10-19,37.970001,37.990002,36.700001,37.389999,28.473698,9300
2001-10-22,38.000000,38.000000,37.950001,38.000000,28.938234,3500
2001-10-23,38.099998,38.099998,37.400002,37.750000,28.747843,14700
2001-10-24,38.000000,38.299999,37.950001,38.020000,28.953453,13600
2001-10-25,38.099998,38.099998,37.040001,37.490002,28.549847,11800
2001-10-26,37.450001,38.000000,37.450001,38.000000,28.938234,3000
2001-10-29,38.119999,38.119999,37.169998,37.549999,28.595543,19900
2001-10-30,37.009998,37.910000,37.009998,37.060001,28.222393,1900
2001-10-31,37.150002,38.250000,37.119999,38.250000,29.128614,3700
2001-11-01,37.740002,38.000000,37.279999,38.000000,28.938234,3500
2001-11-02,38.000000,38.040001,37.919998,37.919998,28.877312,5500
2001-11-05,37.009998,38.299999,37.009998,38.299999,29.166689,2300
2001-11-06,38.259998,38.270000,37.349998,38.000000,28.938234,4300
2001-11-07,38.000000,38.000000,37.779999,38.000000,28.938234,3200
2001-11-08,37.779999,38.110001,37.380001,38.000000,28.938234,2300
2001-11-09,37.349998,38.000000,37.250000,37.250000,28.367077,3400
2001-11-12,37.810001,38.110001,37.799999,37.799999,28.785925,2300
2001-11-13,37.639999,38.200001,37.639999,38.000000,28.938234,2500
2001-11-14,38.189999,38.200001,38.009998,38.200001,29.283188,1400
2001-11-15,37.009998,37.599998,37.000000,37.430000,28.692904,6100
2001-11-16,38.299999,38.639999,38.000000,38.000000,29.129873,12000
2001-11-19,38.380001,38.380001,37.009998,37.349998,28.631601,2500
2001-11-20,38.279999,38.290001,37.279999,37.869999,29.030210,2900
2001-11-21,37.310001,38.080002,37.310001,38.000000,29.129873,3500
2001-11-23,37.570000,38.099998,37.320000,38.099998,29.206530,1400
2001-11-26,37.950001,38.029999,37.349998,37.980000,29.114525,5500
2001-11-27,38.220001,38.230000,37.380001,37.380001,28.654591,17900
2001-11-28,37.980000,37.990002,37.389999,37.900002,29.053215,3300
2001-11-29,37.910000,37.910000,37.189999,37.299999,28.593279,5100
2001-11-30,37.740002,37.750000,36.959999,37.099998,28.439955,17000
2001-12-03,37.380001,37.380001,36.849998,37.000000,28.363293,2000
2001-12-04,36.799999,37.779999,36.799999,37.049999,28.401621,16000
2001-12-05,37.849998,38.500000,37.279999,37.930000,29.076218,56600
2001-12-06,38.500000,38.549999,38.000000,38.009998,29.137537,6600
2001-12-07,38.680000,39.000000,38.279999,38.970001,29.873451,3200
2001-12-10,39.040001,39.250000,38.430000,38.990002,29.888783,4200
2001-12-11,38.790001,39.250000,38.340000,38.369999,29.413498,2100
2001-12-12,38.650002,38.990002,38.459999,38.990002,29.888783,1500
2001-12-13,38.450001,38.790001,38.000000,38.000000,29.129873,2300
2001-12-14,38.990002,39.060001,37.939999,39.049999,29.934776,2100
2001-12-17,39.090000,39.599998,38.509998,39.599998,30.356394,5600
2001-12-18,40.000000,40.000000,39.630001,40.000000,30.663021,2800
2001-12-19,40.080002,40.080002,38.049999,38.250000,29.321516,9800
2001-12-20,38.060001,39.000000,38.060001,38.220001,29.298515,3900
2001-12-21,38.400002,38.840000,38.279999,38.340000,29.390509,6800
2001-12-24,38.990002,39.000000,38.599998,38.599998,29.589811,800
2001-12-26,38.750000,39.150002,38.459999,38.639999,29.620481,2700
2001-12-27,38.930000,38.930000,38.520000,38.860001,29.789137,2400
2001-12-28,38.950001,39.110001,37.950001,38.410000,29.444168,12800
2001-12-31,38.020000,38.220001,37.299999,37.860001,29.022552,14300
2002-01-02,37.750000,38.189999,37.410000,38.150002,29.244858,3000
2002-01-03,37.240002,38.400002,37.240002,38.400002,29.436506,7500
2002-01-04,39.009998,41.009998,38.700001,41.009998,31.437256,10400
2002-01-07,41.099998,41.099998,39.959999,40.020000,30.678366,3200
2002-01-08,40.000000,40.299999,39.799999,39.830002,30.532694,4100
2002-01-09,40.000000,40.200001,39.700001,39.849998,30.548037,4500
2002-01-10,39.650002,40.250000,39.500000,39.919998,30.601700,7400
2002-01-11,40.189999,40.689999,39.860001,40.240002,30.846991,4300
2002-01-14,40.730000,40.730000,37.500000,37.500000,28.746574,45600
2002-01-15,38.150002,38.360001,37.700001,38.040001,29.160540,21600
2002-01-16,38.340000,38.549999,38.200001,38.459999,29.482489,10700
2002-01-17,38.209999,39.070000,38.209999,39.060001,29.942455,2200
2002-01-18,39.230000,39.919998,39.189999,39.509998,30.287394,7600
2002-01-22,39.500000,39.970001,39.500000,39.750000,30.471376,7700
2002-01-23,39.380001,41.080002,39.360001,40.500000,31.046309,9200
2002-01-24,40.740002,41.000000,40.009998,40.750000,31.237940,7900
2002-01-25,41.000000,41.000000,40.279999,40.570000,31.099983,3300
2002-01-28,40.250000,40.950001,40.250000,40.950001,31.391275,1600
2002-01-29,41.000000,41.000000,40.139999,40.650002,31.161297,2400
2002-01-30,41.000000,41.540001,40.500000,41.029999,31.452593,7400
2002-01-31,41.549999,42.000000,41.000000,42.000000,32.196171,9100
2002-02-01,41.980000,41.980000,40.799999,41.130001,31.529261,7500
2002-02-04,40.770000,41.650002,40.770000,41.000000,31.429598,3800
2002-02-05,41.380001,41.500000,41.000000,41.500000,31.812887,1800
2002-02-06,41.500000,41.599998,41.490002,41.599998,31.889555,600
2002-02-07,41.099998,42.000000,41.099998,41.700001,31.966202,1900
2002-02-08,42.369999,42.389999,41.509998,41.900002,32.119518,1900
2002-02-11,42.320000,43.250000,42.299999,42.970001,32.939739,5800
2002-02-12,43.270000,44.250000,43.009998,44.180000,33.867313,9100
2002-02-13,44.180000,45.000000,43.810001,45.000000,34.692215,5000
2002-02-14,44.150002,45.080002,44.139999,44.750000,34.499481,5200
2002-02-15,45.200001,45.250000,44.279999,44.770000,34.514896,2300
2002-02-19,45.270000,45.330002,44.509998,44.549999,34.345276,2900
2002-02-20,44.990002,45.099998,44.500000,44.500000,34.306747,8800
2002-02-21,44.509998,45.000000,44.250000,44.250000,34.114006,17500
2002-02-22,44.029999,44.130001,43.750000,43.759998,33.736244,7400
2002-02-25,43.759998,44.000000,43.560001,44.000000,33.921268,2400
2002-02-26,44.709999,44.709999,43.810001,43.950001,33.882713,1600
2002-02-27,43.950001,43.950001,43.900002,43.950001,33.882713,300
2002-02-28,43.980000,44.290001,43.580002,44.250000,34.114006,8700
2002-03-01,44.000000,44.000000,43.799999,44.000000,33.921268,6300
2002-03-04,43.990002,44.250000,43.759998,44.250000,34.114006,6900
2002-03-05,43.660000,45.000000,43.660000,45.000000,34.692215,6700
2002-03-06,44.990002,46.000000,44.990002,46.000000,35.463127,10200
2002-03-07,45.820000,45.820000,45.220001,45.330002,34.946613,2300
2002-03-08,45.630001,46.000000,45.119999,46.000000,35.463127,4500
2002-03-11,45.270000,46.099998,45.250000,45.630001,35.177921,4100
2002-03-12,45.250000,45.990002,45.119999,45.970001,35.440041,1500
2002-03-13,46.000000,46.000000,45.340000,45.599998,35.154770,1300
2002-03-14,45.799999,46.599998,45.430000,45.790001,35.301250,8200
2002-03-15,45.560001,46.400002,45.560001,46.070000,35.517117,3300
2002-03-18,46.599998,46.900002,46.279999,46.900002,36.156982,2000
2002-03-19,46.900002,47.880001,46.900002,47.880001,36.912521,4300
2002-03-20,47.520000,47.869999,47.250000,47.419998,36.557873,1300
2002-03-21,47.799999,48.450001,47.630001,48.450001,37.351952,4100
2002-03-22,48.450001,49.990002,48.450001,49.869999,38.446674,12100
2002-03-25,49.980000,50.099998,49.060001,49.680000,38.300209,3200
2002-03-26,48.950001,49.480000,48.500000,48.880001,37.683456,7000
2002-03-27,48.750000,49.099998,48.650002,49.000000,37.775970,7700
2002-03-28,48.509998,49.099998,48.509998,49.000000,37.775970,4200
2002-04-01,48.900002,49.099998,48.389999,48.509998,37.398186,1500
2002-04-02,48.360001,48.360001,47.900002,47.919998,36.943356,1300
2002-04-03,48.680000,48.680000,47.560001,48.000000,37.005032,800
2002-04-04,47.610001,48.950001,47.610001,48.950001,37.737431,4800
2002-04-05,48.950001,49.700001,47.799999,49.049999,37.814499,5000
2002-04-08,49.200001,49.200001,48.220001,49.099998,37.853062,3500
2002-04-09,49.720001,49.720001,48.650002,49.099998,37.853062,9600
2002-04-10,49.000000,49.320000,48.799999,49.099998,37.853062,7200
